POA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
POA2575,9,11,22,18,20,19,17,7,0,126,0,5,17,19,25,12,0,0,0,79,23,34,93,97,111,94,42,3,0,491,0,0,7,8,15,12,3,0,0,51,71,124,224,184,144,123,38,7,0,909,3,3,28,35,41,37,8,3,0,165,30,43,56,51,42,49,18,6,0,304,81,30,66,49,26,30,10,0,0,289,4,5,53,66,76,68,23,0,0,304,0,0,12,13,17,9,6,0,0,58,0,0,6,11,15,15,14,0,0,57,0,0,11,17,17,6,8,3,0,66,9,10,50,55,51,50,31,9,0,263,3,16,27,45,40,37,18,0,0,179,0,6,40,53,78,40,10,0,0,227,0,7,22,42,63,43,12,5,0,193,3,6,50,51,39,52,25,5,0,234,5,0,8,11,9,6,5,0,0,51,15,28,41,38,39,37,15,4,0,216,15,21,47,36,48,38,22,0,0,223
POA2576,0,0,7,15,19,20,22,7,0,87,0,0,0,8,6,10,0,0,0,33,0,16,27,30,39,56,17,7,0,196,0,0,0,5,7,5,5,0,0,23,24,47,65,61,90,60,24,7,0,380,5,7,14,21,36,39,13,3,0,127,42,25,20,18,38,30,30,5,0,210,73,32,51,25,35,17,9,3,0,244,3,0,6,19,41,36,18,4,0,132,0,0,0,9,15,16,3,0,0,48,0,7,7,26,48,23,22,7,4,141,3,6,5,15,22,17,12,8,0,78,11,3,23,59,87,66,73,14,0,346,7,13,9,21,28,23,9,0,0,117,0,5,13,19,32,34,15,0,0,121,8,0,15,34,44,56,21,3,0,179,4,8,25,33,36,58,26,8,0,205,11,0,8,4,10,9,3,0,0,54,0,0,13,10,23,20,8,0,0,85,12,3,9,23,30,25,15,4,0,127
POA2577,8,17,31,35,41,60,37,26,6,261,0,5,24,10,14,17,5,0,0,79,14,27,70,50,93,96,22,3,0,377,0,0,3,14,17,16,6,0,0,50,53,67,157,123,130,121,39,10,0,693,11,8,36,35,42,46,10,4,0,192,36,33,26,28,35,43,17,6,0,215,65,50,51,39,53,33,11,0,0,301,7,11,31,34,49,55,23,3,0,213,0,0,9,8,14,19,0,0,0,55,0,0,6,15,29,19,13,4,0,92,0,3,13,9,13,20,6,0,0,63,0,12,35,49,74,62,56,13,0,298,11,15,27,33,43,35,24,0,0,187,6,4,33,59,58,44,12,0,0,212,3,7,31,40,54,47,20,5,0,204,0,10,42,45,44,35,26,0,0,195,5,5,11,10,15,13,13,4,0,66,7,10,25,22,24,27,10,5,0,133,21,16,26,24,40,44,22,6,0,195
POA2578,0,3,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,5,9,9,9,15,7,0,0,51,0,0,0,3,0,0,0,0,0,10,11,9,17,17,28,20,5,3,0,107,0,3,0,3,0,6,0,0,0,13,4,3,7,0,10,5,4,0,0,33,16,5,0,12,9,3,0,0,0,34,0,0,0,4,4,4,4,0,0,16,0,0,0,4,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,10,0,0,0,0,3,0,3,0,0,6,0,0,0,7,14,16,12,6,0,62,0,0,0,3,10,7,4,0,0,33,0,0,4,10,15,10,0,0,0,35,0,0,4,0,9,6,4,0,0,24,0,0,8,5,8,9,3,0,0,35,0,0,0,0,0,0,0,0,0,3,3,0,0,3,9,0,5,0,0,30,4,0,5,6,0,3,0,4,0,21
POA2579,5,4,4,13,18,11,11,5,0,76,0,3,18,10,10,8,0,0,0,60,5,7,28,20,20,24,5,0,0,107,0,0,0,9,7,0,0,0,0,21,15,22,45,46,55,35,3,3,0,221,10,0,8,5,8,8,5,0,0,38,8,13,6,6,5,4,5,4,0,52,19,0,0,9,0,5,4,4,0,44,0,3,8,14,19,28,8,0,0,84,0,0,0,0,0,0,4,0,0,9,0,0,3,3,0,11,3,0,0,22,0,0,5,0,3,9,0,0,0,18,0,0,9,15,11,10,12,6,0,71,3,0,0,3,6,8,7,6,0,33,0,0,9,9,12,12,0,0,0,47,0,0,5,12,9,10,3,0,0,41,0,0,6,4,7,6,3,9,0,34,0,0,0,9,0,4,6,0,0,16,0,4,6,13,12,13,0,0,0,57,0,3,10,10,4,8,6,0,0,54
POA2580,13,20,65,77,80,98,111,48,6,516,4,12,54,53,32,19,8,0,0,174,41,67,156,128,125,83,20,4,0,623,0,4,31,33,40,42,5,0,0,165,100,186,332,225,200,183,40,5,0,1270,5,17,32,30,37,44,13,3,0,184,65,67,108,98,83,104,28,0,0,555,135,68,89,47,39,45,12,8,0,442,6,15,83,108,116,140,52,0,0,526,0,4,8,15,0,12,3,0,0,46,0,6,10,12,25,16,0,0,0,67,0,7,12,18,19,6,9,3,0,68,0,22,57,48,45,54,23,9,0,255,3,26,29,43,53,41,16,0,0,207,3,29,131,194,256,216,32,0,0,857,13,18,50,40,49,60,31,8,0,270,3,16,83,96,90,103,28,3,0,425,3,9,13,21,13,19,4,0,0,79,11,34,76,63,54,54,12,0,0,307,33,32,91,57,64,60,23,6,0,361
POA2581,8,8,15,20,27,40,35,15,0,154,0,0,0,0,0,0,0,0,0,4,3,0,8,0,6,6,0,0,0,23,0,0,3,5,0,7,0,0,0,16,3,12,16,17,26,13,8,0,0,99,0,0,0,3,9,0,0,0,0,16,0,0,0,7,0,3,0,0,0,26,9,0,3,0,0,3,0,0,0,17,0,0,7,3,14,4,5,0,0,28,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,13,8,18,7,3,0,0,49,0,0,0,0,4,0,0,0,0,7,0,4,12,33,38,24,6,0,0,116,0,0,3,0,3,4,0,0,0,16,0,0,3,5,3,3,0,0,0,17,0,0,0,4,0,0,0,0,0,8,0,0,0,6,4,7,0,0,0,18,4,0,4,7,6,3,0,0,0,25
POA2582,13,14,37,39,50,77,66,36,0,342,0,0,6,0,3,0,0,0,0,8,15,9,14,18,22,20,9,4,0,105,0,3,23,29,30,21,0,0,0,113,53,79,168,143,148,92,19,0,0,705,6,4,12,8,16,12,4,0,0,55,49,24,32,28,33,21,13,3,0,211,77,26,18,25,14,16,3,0,0,183,0,3,14,22,29,32,16,3,0,113,0,0,7,14,29,14,0,0,0,66,0,0,0,9,12,6,3,0,0,35,0,7,13,7,11,6,4,3,0,42,0,9,33,55,100,45,15,7,0,258,5,4,3,27,19,17,8,0,0,82,6,20,67,160,226,136,23,0,0,644,8,5,24,30,35,32,14,0,0,159,3,11,15,20,29,27,6,0,3,126,5,6,6,9,13,16,7,0,0,52,6,11,20,28,27,18,3,0,0,126,11,10,24,22,29,19,15,0,0,124
POA2583,9,22,38,39,65,116,89,33,3,405,0,0,0,4,4,5,0,0,0,7,5,6,14,7,13,11,3,0,0,51,0,0,0,4,7,4,0,0,0,14,15,10,32,17,24,35,4,0,0,143,0,0,0,5,6,10,0,0,0,19,10,0,4,10,10,10,3,0,0,44,7,4,0,3,4,6,0,0,0,19,0,0,6,10,14,12,4,4,0,47,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,3,13,4,11,6,6,0,38,0,5,0,0,0,6,0,0,0,12,0,5,13,13,25,37,4,0,0,97,0,0,0,9,4,5,4,0,0,23,0,0,4,4,3,0,4,0,0,21,0,0,0,0,0,0,4,0,0,12,5,6,14,6,11,11,3,0,0,54,7,6,0,4,10,6,6,0,0,38
POA2584,0,0,4,4,10,6,6,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,4,4,3,3,3,0,0,0,18,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,0,7,0,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA2585,0,0,9,6,3,5,4,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2586,5,17,47,39,38,61,39,21,0,260,0,0,0,3,3,0,0,0,0,9,6,0,0,0,10,5,3,0,0,23,0,0,0,0,5,0,0,0,0,9,7,5,20,7,17,8,0,0,0,82,0,0,3,0,0,3,4,0,0,18,4,3,4,0,3,7,4,0,0,23,0,0,5,0,4,0,0,0,0,9,0,0,0,0,8,5,9,0,0,20,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,14,0,0,0,3,5,0,0,0,0,11,0,0,0,11,13,10,6,0,0,47,0,0,5,3,3,3,0,0,0,17,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,4,3,5,0,6,0,0,0,17,0,3,6,5,3,3,0,0,0,29
POA2587,6,6,30,23,37,46,30,7,0,194,0,0,4,3,6,0,0,0,0,8,0,0,3,8,5,7,6,0,0,31,0,0,0,3,5,0,0,0,0,11,4,6,15,11,14,12,3,0,0,68,0,0,0,3,0,3,0,0,0,11,0,3,6,4,5,3,7,0,0,32,4,5,4,0,7,5,0,0,0,17,0,3,16,7,12,16,15,0,0,66,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,8,0,0,3,3,0,4,0,0,0,14,0,0,11,12,17,12,6,0,0,56,0,0,4,4,6,0,0,0,0,14,0,0,7,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,9,3,0,4,0,4,7,4,0,0,23,5,7,6,6,4,9,0,0,0,32
POA2588,0,0,7,9,10,10,4,3,0,34,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
POA2590,3,20,36,28,32,47,29,11,0,209,0,0,3,3,6,4,0,0,0,13,0,11,21,20,27,18,6,0,0,101,0,3,6,9,12,12,0,0,0,35,15,25,38,34,28,25,8,0,0,172,3,3,9,9,15,11,4,0,0,49,12,18,15,20,18,17,5,0,0,114,9,6,6,5,8,5,4,0,0,42,4,5,23,24,27,53,15,4,0,151,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,13,0,0,0,5,3,5,0,0,0,9,0,3,5,9,17,7,10,5,0,45,8,6,3,0,13,12,5,0,0,40,0,0,12,22,23,21,7,0,0,91,0,5,5,10,9,16,5,0,0,54,0,3,10,8,8,13,9,0,0,55,0,0,0,5,4,7,0,0,0,13,10,9,13,9,8,5,6,0,0,52,5,4,12,16,11,18,7,0,0,71
POA2594,17,11,68,85,114,119,77,20,7,526,0,0,6,17,13,11,0,0,0,49,26,16,44,42,47,26,6,3,0,205,0,0,7,5,9,13,0,0,0,40,37,59,114,84,70,60,15,0,0,431,5,0,7,16,13,31,4,0,0,77,20,32,52,56,30,35,12,0,0,237,62,8,19,8,14,12,0,0,0,130,4,9,21,25,29,33,17,4,0,143,0,0,0,0,0,0,0,0,0,4,3,0,5,9,3,5,0,0,0,29,0,4,4,0,3,8,0,0,0,20,0,4,16,7,15,13,9,0,0,57,0,4,11,8,9,12,4,0,0,49,3,12,26,37,35,38,6,0,0,155,0,3,15,26,22,16,9,0,0,90,7,5,18,11,24,19,5,0,0,99,0,0,0,3,3,0,0,0,0,13,9,20,24,20,23,17,7,0,0,119,12,16,29,32,29,21,11,6,0,160
POA2619,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,11,9,9,16,12,27,19,12,0,0,102,0,3,6,9,10,7,0,0,0,33,34,66,97,76,94,100,17,4,0,488,7,7,11,11,11,9,0,0,0,48,51,39,25,16,18,25,7,0,0,176,78,25,12,10,6,4,0,0,0,137,0,3,12,13,27,26,5,0,0,90,5,0,13,16,16,5,0,0,0,49,0,0,3,4,12,10,0,0,0,29,0,4,7,12,8,8,0,0,0,43,5,19,40,71,82,57,10,0,0,298,0,11,3,7,18,10,0,0,0,53,0,18,92,286,344,184,27,0,0,943,8,8,22,24,28,10,9,0,0,104,0,9,13,19,29,10,5,0,0,83,6,4,4,3,5,0,0,0,0,34,4,6,14,15,11,13,4,0,0,75,3,16,14,20,13,15,0,0,0,79
POA2620,3,9,21,17,16,31,43,17,0,161,0,4,5,3,3,7,0,0,0,22,28,54,173,128,124,116,28,3,0,661,0,8,30,50,39,31,11,0,0,182,134,312,742,526,424,318,90,4,0,2555,7,17,56,58,58,36,10,5,0,250,130,119,267,146,100,96,21,5,0,888,165,99,158,86,56,42,16,0,0,621,8,36,152,123,139,146,25,3,0,632,0,9,41,45,37,21,10,0,0,165,5,11,25,21,20,12,0,0,0,95,5,10,27,34,44,20,8,0,0,146,11,48,263,252,216,137,55,4,0,982,10,30,83,69,71,61,15,0,0,341,8,121,575,825,802,454,87,5,0,2882,19,40,115,120,90,90,28,6,0,506,9,43,137,122,99,95,29,9,0,534,23,21,32,26,31,23,12,0,0,173,28,55,127,102,104,66,27,5,0,506,29,60,148,124,102,76,27,5,0,572
POA2621,0,10,11,4,5,14,19,6,0,69,0,0,3,0,0,0,0,0,0,9,6,8,15,25,25,12,3,0,0,99,0,0,9,12,7,7,0,0,0,30,28,45,107,106,79,47,15,0,0,421,0,0,10,8,11,5,4,0,0,39,23,14,3,15,12,15,13,3,0,101,22,7,6,9,3,9,3,0,0,61,3,4,8,14,22,11,9,3,0,72,0,0,4,3,9,4,0,0,0,27,0,0,0,0,5,3,0,0,0,15,0,0,0,6,6,0,0,0,0,14,0,13,23,47,43,39,14,3,0,182,0,0,0,7,9,6,9,0,0,27,0,12,48,119,153,100,15,0,0,443,4,5,10,10,21,13,8,0,0,69,3,3,6,7,10,16,0,0,0,50,4,3,5,3,0,0,0,0,0,20,6,7,15,19,13,9,4,4,0,71,5,0,15,17,18,17,11,0,0,71
POA2622,0,6,16,14,21,47,48,13,3,169,4,0,11,14,7,8,0,0,0,46,10,6,9,3,10,4,3,0,0,41,0,0,8,0,3,0,0,0,0,19,9,20,33,37,42,40,6,0,0,188,0,0,0,3,0,5,0,0,0,13,6,4,5,12,6,6,6,3,0,50,8,9,8,7,3,7,4,0,0,50,0,0,3,8,15,14,6,0,0,52,0,0,0,5,0,3,0,0,0,6,0,0,0,4,5,4,0,0,0,12,0,0,0,0,0,3,3,0,0,7,0,0,5,5,23,21,3,0,0,59,0,6,0,0,7,4,3,0,0,19,0,0,20,23,47,27,9,0,0,126,0,0,4,13,17,11,10,6,0,57,0,0,0,0,5,11,0,0,0,19,0,0,3,4,0,5,0,0,0,11,0,6,7,5,7,7,4,0,0,30,4,3,5,16,13,5,5,3,0,49
POA2623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,10,11,3,8,5,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,11,3,8,12,0,0,0,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,9,0,0,3,0,0,4,0,0,0,12
POA2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,8,8,8,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3
POA2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,5,4,15,9,10,6,6,0,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,6,3,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2626,0,0,0,0,4,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,6,4,9,11,0,0,0,29,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,4,6,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,5,4,13,13,0,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,3,0,0,0,11
POA2627,7,0,0,4,10,12,4,3,3,42,0,0,5,6,0,0,0,0,0,10,6,4,9,8,7,5,3,0,0,35,0,0,4,18,24,8,0,0,0,57,15,18,59,57,70,27,4,0,0,256,5,3,4,5,4,9,0,0,0,33,14,17,29,7,22,6,6,0,0,96,26,56,121,36,45,34,15,7,0,339,0,5,14,6,13,15,3,0,0,68,0,0,6,5,6,3,0,0,0,26,0,0,5,0,7,8,0,0,0,13,9,3,4,8,11,5,6,0,0,44,0,0,14,12,17,17,3,0,0,56,7,7,11,3,7,7,3,0,0,39,4,0,11,19,33,20,3,0,0,87,0,6,21,14,22,8,4,0,0,82,0,0,0,4,12,12,3,0,0,32,0,37,73,40,26,33,5,0,0,221,0,3,11,16,12,3,4,0,0,53,5,14,22,9,19,12,4,0,0,86
POA2628,0,3,13,12,16,30,12,9,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,12,0,0,5,12,15,3,0,0,0,27,7,9,25,23,19,15,5,0,0,104,0,0,6,4,3,0,0,0,0,14,5,0,5,3,9,4,3,0,0,25,12,6,10,9,11,18,0,0,0,66,0,0,7,0,10,12,3,0,0,33,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,3,0,8,10,0,0,0,24,0,0,7,0,6,12,0,0,0,24,0,0,3,10,10,13,5,0,0,36,0,0,0,0,8,3,4,4,0,18,0,0,0,0,6,0,0,0,0,7,3,0,4,8,9,4,0,0,0,22,0,0,0,4,6,5,0,0,0,17,0,4,4,5,0,9,4,0,0,23
POA2629,0,0,0,0,7,6,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,3,4,5,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6
