POA_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
POA2735,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,73,62,133,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,87,74,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,29,3,8,13,0,0,3,107,93,199
POA2736,0,0,0,3,0,3,0,0,0,0,0,0,7,0,7,69,39,110,12,9,24,3,0,3,0,0,0,0,0,0,0,0,0,6,9,11,102,57,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,27,5,4,6,0,0,0,119,72,194
POA2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,99,236,13,11,27,0,0,0,0,0,0,0,0,0,0,0,0,13,14,25,161,130,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,43,8,11,20,0,0,0,198,160,355
POA2738,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,413,379,792,27,19,48,11,0,11,0,0,0,0,0,0,3,0,3,9,5,16,468,404,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,65,123,30,49,76,8,9,16,559,527,1086
POA2739,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,250,207,460,25,20,48,3,0,3,3,0,3,4,0,4,0,0,0,3,9,14,301,241,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,25,40,58,16,32,46,6,4,3,341,310,655
POA2745,61,33,92,18,29,48,0,0,0,0,0,0,4,8,10,4881,3199,8076,244,283,527,250,5,255,33,0,35,10,0,9,33,27,64,71,62,133,5605,3642,9251,16,13,25,0,0,0,0,0,0,25,22,46,0,8,11,6,0,6,47,40,88,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,6,14,35,20,51,84,65,149,14,9,18,4,0,4,0,0,4,21,5,24,1958,3177,5131,1019,1460,2473,15,19,36,8701,8365,17065
POA2747,274,241,511,39,65,103,0,0,0,0,0,0,22,14,35,7188,4878,12073,382,494,876,271,0,275,61,12,71,25,7,27,57,43,99,110,150,263,8438,5897,14334,72,93,168,0,0,0,0,0,8,57,25,83,13,9,19,11,6,14,158,133,293,0,0,0,0,0,0,5,3,8,7,0,6,4,4,9,14,10,23,92,42,130,263,184,447,37,40,75,4,4,10,5,0,3,39,43,88,2708,3855,6563,1632,2175,3810,66,38,106,13142,12198,25339
POA2748,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,258,137,399,11,15,26,29,0,29,3,0,3,0,0,0,3,0,3,10,3,14,321,167,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,100,152,255,79,55,136,0,4,6,504,375,887
POA2749,40,25,65,4,11,14,0,0,0,0,0,0,0,8,5,2443,1658,4106,157,130,284,162,6,167,27,4,33,5,0,3,16,19,33,31,31,61,2879,1891,4768,11,11,18,0,0,0,0,0,0,12,14,31,0,3,3,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,25,8,29,51,35,87,9,4,14,0,0,0,3,0,3,15,4,19,805,1366,2166,540,761,1296,15,15,29,4305,4071,8369
POA2750,252,163,415,30,59,87,0,0,0,3,0,3,17,23,36,6260,4215,10475,342,379,722,235,3,237,106,0,106,31,10,42,55,37,95,231,224,460,7555,5128,12682,63,65,130,0,0,0,8,0,8,45,29,72,7,10,20,13,11,26,142,106,251,0,0,0,0,0,0,3,5,7,0,16,12,0,4,5,9,17,22,69,28,101,215,161,379,24,20,46,0,0,0,0,0,5,26,24,50,2660,3929,6588,1455,2000,3457,62,46,110,11979,11282,23266
POA2752,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1010,601,1611,51,33,79,86,3,91,3,0,3,0,0,0,7,6,16,14,13,27,1173,669,1840,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,5,21,0,0,5,0,0,0,0,0,0,0,0,5,219,493,706,192,240,430,6,11,13,1605,1415,3017
POA2753,53,34,83,4,8,13,3,0,3,0,0,0,6,10,10,2522,1711,4234,133,111,235,229,4,227,24,0,20,26,3,27,22,19,40,124,92,219,3127,1991,5120,4,14,20,0,0,0,0,0,0,7,7,12,4,3,4,7,0,7,22,21,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,9,25,16,42,50,38,91,3,4,10,0,0,0,0,0,0,3,4,10,750,1259,2012,558,644,1209,16,15,27,4509,3956,8464
POA2754,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,966,765,1726,44,62,103,44,4,48,9,0,9,0,0,0,7,4,6,21,14,36,1088,853,1945,0,0,4,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,17,11,26,0,0,0,0,0,0,0,0,0,0,0,0,336,505,842,181,307,483,9,4,11,1629,1680,3309
POA2756,61,48,107,9,11,20,0,0,0,0,0,3,0,3,4,5545,3630,9177,298,256,556,430,8,436,62,6,71,17,0,25,46,25,74,159,119,276,6626,4115,10744,15,6,23,0,0,0,0,0,0,19,20,46,7,3,9,3,0,6,42,35,82,0,0,0,0,0,0,0,4,5,6,5,10,0,0,0,8,7,20,84,19,105,136,67,201,4,8,11,0,0,4,0,5,5,3,14,19,1551,2754,4307,1030,1470,2498,51,36,84,9394,8461,17851
POA2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,88,207,5,8,14,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,137,102,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,63,114,23,42,62,0,0,0,212,209,422
POA2758,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1322,927,2254,50,58,108,127,0,134,6,3,9,0,0,0,4,5,5,37,19,54,1566,1025,2586,0,0,0,0,0,0,0,0,0,9,3,13,0,3,4,0,0,0,5,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,24,12,35,0,0,0,0,0,0,0,0,0,0,0,0,544,858,1404,280,365,641,15,12,22,2424,2265,4690
POA2759,53,36,86,30,25,53,0,0,0,0,0,0,12,0,9,3899,2555,6454,205,244,448,160,5,161,28,5,33,3,3,7,32,20,58,26,38,63,4446,2922,7371,30,34,62,0,0,0,0,0,0,28,15,39,8,9,16,0,0,0,63,54,119,0,0,0,0,0,0,0,0,6,0,4,4,3,0,0,7,3,12,24,19,43,93,75,166,13,10,23,0,0,0,0,0,0,15,10,29,1122,2058,3180,1057,1026,2083,33,16,57,6768,6113,12885
POA2760,136,117,254,47,56,100,0,0,0,0,0,0,17,22,42,4502,2915,7420,299,381,684,137,4,140,57,4,58,33,6,43,50,31,80,49,76,123,5329,3607,8937,65,99,166,0,0,0,0,4,4,39,23,60,11,15,21,9,3,12,121,136,261,0,0,0,0,0,0,0,0,7,0,3,12,0,3,3,4,6,18,53,27,73,177,171,352,21,29,44,3,0,10,0,0,0,24,31,55,1354,2016,3369,1062,1109,2172,49,35,82,7994,6969,14963
POA2761,110,113,226,31,78,108,0,0,0,0,0,0,14,8,25,4518,3135,7653,270,455,724,97,7,97,31,0,38,19,0,23,54,50,100,44,58,101,5192,3904,9097,59,70,122,0,0,0,0,0,3,46,43,86,5,14,24,5,3,11,117,133,247,0,0,0,0,0,0,5,4,8,10,11,20,0,0,0,15,21,30,46,29,72,177,178,359,24,42,68,0,5,5,6,0,6,29,45,73,1815,2374,4192,1226,1123,2344,30,28,56,8466,7653,16122
POA2762,209,230,434,11,19,28,0,0,0,0,0,0,8,0,8,1998,1479,3480,63,151,215,37,0,43,24,0,24,3,0,3,30,20,47,17,12,21,2397,1920,4315,48,80,127,0,0,0,5,0,4,38,9,51,6,23,29,3,0,9,104,113,216,0,0,0,0,0,0,0,5,8,0,6,6,0,0,0,5,9,8,20,15,39,129,139,263,30,30,56,0,0,4,0,0,4,27,32,60,2621,2413,5032,679,720,1405,32,32,57,5881,5255,11137
POA2763,212,247,457,34,50,91,3,0,3,4,0,3,4,10,15,3523,2523,6043,149,294,441,75,0,75,44,3,43,17,0,18,48,25,71,30,51,84,4132,3209,7343,55,115,172,0,0,0,3,0,3,38,13,53,9,8,17,4,3,10,116,143,258,0,0,0,0,0,0,7,7,11,0,11,10,0,5,5,7,18,23,32,14,48,158,172,330,22,46,66,0,0,0,0,0,4,24,43,69,3035,3184,6222,1155,1209,2366,39,28,65,8547,7847,16390
POA2765,191,189,383,22,39,60,0,0,0,0,0,3,10,7,14,5058,3600,8651,199,315,516,263,0,263,33,5,38,7,4,15,47,49,99,80,66,147,5915,4277,10186,62,94,156,0,0,0,0,6,4,82,37,117,4,26,30,10,3,11,158,168,324,0,0,0,0,0,0,4,6,9,0,10,14,0,3,5,8,20,32,46,34,82,212,223,431,55,51,109,0,3,3,0,0,0,56,57,112,3916,4289,8201,1384,1638,3017,47,22,74,11524,10501,22024
POA2766,142,148,289,18,23,39,0,0,0,0,0,3,5,9,22,1945,1317,3264,128,212,341,48,0,48,11,0,11,12,0,12,15,7,24,29,33,67,2366,1752,4112,28,51,81,0,0,0,0,0,0,24,17,33,4,10,11,6,0,4,59,77,135,0,0,0,0,0,0,0,0,4,0,3,3,0,0,4,0,6,8,14,9,19,76,91,169,22,20,39,0,0,0,0,0,0,22,20,42,764,935,1696,470,470,939,13,16,24,3710,3278,6990
POA2767,183,205,391,19,50,66,0,0,0,0,0,0,9,4,16,2663,1759,4424,139,273,422,43,3,44,15,0,22,8,3,9,20,23,39,16,24,44,3130,2340,5475,60,88,149,0,0,0,4,3,3,39,17,58,6,11,15,0,3,3,113,125,235,0,0,0,0,0,0,7,0,4,0,10,10,0,4,4,10,16,17,33,13,44,149,147,302,23,39,60,4,0,4,0,0,0,26,40,64,1309,1579,2887,686,657,1343,32,22,61,5335,4793,10130
POA2768,75,62,139,99,112,209,0,0,0,4,0,6,10,0,12,2519,1960,4481,126,242,365,44,0,40,29,0,29,14,3,16,30,24,56,40,47,84,2986,2461,5447,52,53,107,0,0,0,0,0,3,25,17,48,0,8,5,0,0,3,84,84,163,0,0,0,0,0,0,15,8,18,0,13,16,0,4,4,17,19,38,29,21,47,124,125,250,35,32,64,4,5,9,0,0,0,37,37,73,3219,3199,6420,921,1029,1945,17,23,43,7310,6867,14178
POA2769,71,86,154,13,21,32,0,0,0,0,0,0,4,4,4,1266,999,2265,50,100,150,16,0,16,10,0,10,3,0,10,17,11,31,11,15,19,1461,1228,2691,22,33,55,0,0,0,0,0,0,24,14,38,3,5,7,0,0,0,53,53,111,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,3,3,7,8,10,20,65,73,134,13,18,33,0,0,0,0,0,0,13,23,40,2132,1950,4080,418,450,867,15,11,30,4107,3727,7836
POA2770,235,199,437,91,97,187,0,0,0,0,0,0,30,33,59,5874,3799,9670,510,706,1214,173,5,181,49,8,57,19,0,25,60,43,109,87,100,184,7134,4993,12127,112,161,272,0,0,0,0,0,0,34,20,46,8,19,29,10,0,8,159,202,358,0,0,0,0,0,0,4,5,11,8,19,28,3,5,9,15,25,44,84,34,117,257,263,520,41,52,91,9,3,11,0,0,0,48,53,101,1500,2150,3652,1536,1444,2976,88,78,171,10561,8983,19546
POA2773,14,17,31,5,0,5,0,0,0,0,0,0,0,3,3,618,454,1072,26,31,60,20,0,20,0,0,3,6,0,4,3,0,6,22,17,31,719,520,1237,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,610,698,1311,195,259,459,4,6,5,1530,1489,3023
POA2774,58,30,88,0,0,0,0,0,0,0,0,0,4,0,3,1406,994,2404,78,74,151,58,0,58,10,0,13,8,0,7,15,9,26,25,19,45,1661,1140,2797,14,4,9,0,0,0,0,0,0,14,5,20,0,0,3,3,0,4,32,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,24,44,18,62,0,3,3,0,0,0,0,0,3,0,3,3,1123,1373,2498,385,599,985,9,10,21,3221,3141,6362
POA2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,112,309,6,4,12,10,0,10,0,0,0,0,0,0,0,0,0,19,14,31,231,134,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,25,14,10,25,0,0,0,0,0,0,0,0,0,0,0,0,63,73,140,50,52,104,0,3,10,366,274,637
POA2776,14,11,23,0,0,0,0,0,0,0,0,0,0,0,0,475,341,820,15,18,33,9,0,9,0,0,5,3,0,3,8,7,10,10,3,13,537,388,922,0,0,5,0,0,0,0,0,0,3,0,9,0,6,6,4,0,4,10,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,6,22,0,0,0,0,0,0,0,0,0,0,0,0,329,405,736,143,200,339,3,4,11,1025,1005,2031
POA2777,62,22,85,0,3,3,0,0,0,0,0,0,0,0,4,2119,1507,3625,81,110,193,71,3,76,23,3,24,17,3,23,17,9,28,33,55,86,2425,1717,4142,7,12,18,0,0,0,0,0,0,11,0,9,3,0,0,9,0,9,25,12,39,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,4,6,33,4,34,61,20,75,3,4,8,0,0,0,0,0,0,8,4,10,1341,1680,3020,544,803,1345,13,10,22,4389,4229,8614
POA2778,14,8,18,0,0,0,0,0,0,0,0,0,0,0,0,290,232,519,12,14,21,18,0,18,3,0,3,0,0,0,0,0,0,4,3,5,333,258,592,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,196,237,434,73,106,178,0,0,4,612,602,1217
POA2779,23,16,36,0,0,3,0,0,0,0,0,0,0,0,0,577,437,1016,24,21,42,14,0,14,10,0,12,0,0,0,3,4,10,11,12,23,666,489,1163,4,0,4,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,18,4,20,4,0,4,0,0,0,0,0,0,3,0,3,353,458,811,172,254,419,3,3,3,1213,1210,2425
POA2780,47,23,72,3,3,12,0,0,0,0,0,0,7,14,18,1076,950,2026,60,101,158,33,0,33,11,0,11,8,5,12,8,19,25,149,115,262,1399,1232,2630,4,5,6,0,0,0,0,0,0,0,3,3,3,3,8,4,0,7,9,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,20,24,20,46,0,5,0,0,0,0,0,0,3,0,5,4,897,1059,1958,444,544,983,19,14,35,2791,2879,5664
POA2782,12,7,22,0,0,8,0,0,0,0,0,0,0,0,0,539,452,987,23,35,59,25,0,30,9,0,6,0,4,8,6,4,9,16,11,25,624,526,1148,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,13,6,20,0,0,0,0,0,0,0,0,0,0,0,0,486,495,984,146,276,421,8,10,21,1285,1311,2592
POA2783,17,10,26,0,0,0,0,0,3,0,0,0,0,0,0,283,236,521,9,7,23,9,0,9,5,0,5,3,0,7,0,7,7,14,8,20,349,268,621,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,191,239,426,81,129,207,4,0,6,623,641,1273
POA2784,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,159,105,261,3,3,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,169,120,293,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,102,120,223,40,58,106,0,0,0,320,305,628
POA2785,13,3,21,3,3,4,0,0,0,0,0,0,0,0,0,419,356,771,18,15,31,16,0,16,0,0,4,7,0,8,7,3,15,27,23,54,510,413,919,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,9,4,18,0,0,0,0,0,0,0,0,0,0,0,0,343,393,733,129,197,325,10,9,20,992,1018,2016
POA2786,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,103,77,179,5,8,14,9,0,10,0,0,0,3,0,4,0,0,0,8,6,11,136,92,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,86,73,164,43,41,85,0,0,0,266,215,483
POA2787,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,753,555,1307,49,41,93,26,4,32,7,0,7,3,0,3,11,3,15,36,41,72,890,644,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,10,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,117,117,231,87,111,192,14,15,25,1109,884,1990
POA2790,4,5,11,8,6,7,0,0,0,0,0,0,9,9,11,2052,1721,3775,116,126,247,48,5,52,19,0,18,17,4,21,10,9,19,151,125,277,2426,2011,4435,3,0,3,0,0,0,0,0,0,4,0,8,0,0,0,0,3,3,7,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,22,8,27,27,12,40,0,5,5,0,0,0,0,0,0,0,5,5,314,470,784,366,454,824,22,30,55,3156,2978,6141
POA2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,88,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,55,46,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,15,38,8,4,9,0,0,0,78,70,150
POA2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,46,110,7,0,7,0,0,0,5,4,5,0,0,0,0,0,0,10,3,12,84,50,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,48,7,10,16,0,0,3,107,89,199
POA2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,104,214,3,5,6,5,0,5,0,0,0,0,0,0,5,0,5,10,7,14,138,109,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,41,82,10,13,22,5,3,8,190,172,364
POA2794,0,0,0,6,0,6,3,0,3,0,0,0,0,4,4,1572,1334,2906,127,102,229,61,4,71,19,5,20,4,0,10,22,11,29,100,88,187,1916,1543,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,152,214,362,121,267,393,23,15,38,2235,2047,4282
POA2795,4,0,9,31,25,54,5,0,4,0,0,0,31,31,60,7269,6597,13866,524,586,1112,197,0,196,54,7,57,42,12,50,52,20,73,357,292,651,8560,7578,16136,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,3,0,0,4,0,6,0,6,6,3,5,12,65,40,110,75,50,131,0,0,0,0,0,4,4,0,8,8,3,9,1074,1463,2535,924,1335,2259,57,47,105,10700,10476,21174
POA2797,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,68,55,125,6,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,6,5,82,66,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,32,5,9,14,0,0,0,100,100,206
POA2798,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,322,293,609,16,16,37,19,0,19,7,0,7,0,0,0,0,0,0,19,23,44,384,340,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,106,116,219,39,57,100,4,4,10,541,518,1061
POA2799,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,662,627,1294,48,27,77,20,0,26,3,0,7,5,0,5,7,3,13,30,33,61,787,693,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,4,12,0,0,0,0,0,0,0,0,0,0,0,0,84,104,192,88,114,197,0,0,5,973,920,1895
POA2800,0,3,3,52,31,89,0,0,4,0,0,0,27,43,74,8098,7444,15536,607,650,1260,186,4,189,42,6,51,47,20,73,53,30,86,306,261,571,9435,8490,17922,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,13,0,15,6,3,9,0,4,4,16,12,31,71,46,117,95,58,150,0,0,0,0,0,4,0,0,0,0,0,7,1115,1495,2605,871,1397,2267,55,51,113,11574,11492,23066
POA2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,47,36,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,40,0,3,3,0,3,3,66,60,130
POA2804,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,357,364,722,20,17,43,24,0,25,6,0,6,0,0,0,14,0,18,33,30,66,467,419,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,90,98,187,32,57,86,13,3,14,603,579,1186
POA2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,44,106,4,4,8,4,0,4,0,0,5,0,0,0,0,0,0,4,0,4,73,55,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,32,5,14,17,0,0,0,94,86,177
