POA_CODE_2021,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
POA3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
POA3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,3,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
POA3608,4,0,0,5,4,0,0,0,0,14,0,8,0,0,0,0,0,0,0,8,8,62,0,12,0,0,0,4,0,104,0,0,0,0,0,0,0,0,3,3,5,0,0,9,4,0,0,3,0,28,7,7,0,18,9,7,0,0,0,54,4,0,12,26,33,6,3,14,0,97,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,3,5,3,0,4,0,0,0,0,0,12,40,95,21,74,55,25,3,32,5,348,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,11,9,0,4,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,4,4,9,0,5,3,0,0,0,0,20,0,8,0,0,0,0,0,0,0,7,35,80,8,16,7,0,0,6,0,168,0,0,0,0,0,0,0,0,0,6
POA3610,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,32,3,0,10,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3,8,0,0,7,0,0,0,4,17,0,9,3,8,6,5,0,0,0,31,0,4,11,25,15,5,0,6,4,67,4,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,21,58,18,47,38,10,0,10,9,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,17,36,3,3,12,0,0,6,0,77,0,0,0,0,0,0,0,0,0,0
POA3612,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,23,6,3,7,5,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,8,5,0,0,0,0,17,6,0,3,10,10,3,0,3,0,31,4,3,6,20,17,7,0,5,0,58,0,0,0,0,3,0,0,3,0,5,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,3,5,0,0,7,3,21,17,46,7,51,44,13,0,21,10,202,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14,38,0,3,4,5,0,0,0,62,0,0,0,0,0,0,0,0,0,6
POA3614,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,30,0,8,8,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,10,4,0,0,0,0,17,4,4,11,10,5,0,0,3,0,38,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,53,13,31,27,0,0,13,0,163,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,4,4,13,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,3,12,40,9,8,8,0,4,6,0,72,0,0,0,0,0,0,0,0,0,0
POA3616,5,31,0,15,0,0,0,0,0,54,3,3,0,0,0,0,0,0,0,8,35,136,10,12,22,8,0,14,0,235,0,0,0,0,0,0,0,0,0,3,12,4,4,14,8,3,0,0,0,46,12,27,0,53,41,13,0,10,4,151,19,15,24,71,49,18,3,22,0,215,0,0,5,0,7,10,0,3,0,23,3,0,0,4,9,3,0,0,0,20,0,0,0,0,0,0,0,5,0,6,4,9,0,0,0,0,0,0,3,19,98,262,47,181,131,46,3,52,10,835,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,14,21,43,3,7,5,0,0,0,0,80,0,0,0,0,0,0,0,0,0,5,10,34,0,14,0,0,0,0,0,69,0,3,0,3,0,0,0,0,0,14,67,189,17,23,26,9,4,16,0,357,0,0,0,0,0,0,0,0,0,3
POA3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,4,3,0,6,5,0,0,3,0,19,4,0,4,6,3,9,0,4,0,21,0,0,0,0,0,0,0,5,0,10,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,11,15,18,4,23,12,13,0,10,0,87,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0
POA3620,0,35,0,6,5,0,0,0,0,48,0,12,0,0,0,0,0,0,0,11,28,191,11,26,25,5,0,21,5,305,0,0,0,0,0,0,0,0,0,4,13,25,7,16,12,0,0,10,0,86,19,27,4,70,30,14,0,11,0,172,23,9,47,109,61,28,4,35,0,322,5,0,5,0,6,4,0,5,0,36,4,0,3,10,10,8,0,0,0,44,0,5,0,0,0,0,0,3,0,9,9,5,3,14,5,3,0,7,7,54,108,357,68,260,164,57,11,95,17,1131,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,17,49,0,4,0,0,0,0,0,74,0,5,0,0,0,0,0,0,0,3,4,48,0,8,0,4,0,0,0,72,6,12,0,0,0,0,0,0,0,17,57,255,24,31,30,7,4,27,3,444,0,0,0,0,0,0,0,0,0,3
POA3621,4,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,11,52,0,5,6,6,0,3,0,88,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,5,0,0,0,18,7,4,8,17,4,0,0,4,0,55,17,0,19,41,25,11,0,14,0,128,0,4,0,0,0,4,0,3,0,13,0,0,0,3,0,0,0,5,0,11,0,4,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,6,0,16,49,85,21,80,48,25,3,35,9,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,3,20,65,5,5,6,3,0,9,0,121,0,0,0,0,0,0,0,0,0,0
POA3622,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,3,3,5,0,6,0,0,0,0,19,0,3,6,8,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,28,4,8,13,3,0,6,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,3,0,5,0,38,0,0,0,0,0,0,0,0,0,0
POA3623,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,0,3,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,6,6,0,4,0,0,0,0,0,11,3,3,3,7,0,0,0,0,0,18,8,0,9,7,5,0,0,3,0,35,0,0,0,0,4,0,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,11,20,14,4,5,13,0,112,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,17,0,9,3,0,0,3,0,43,0,0,0,0,0,0,0,0,0,0
POA3624,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,3,0,3,4,3,0,3,0,0,22,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,8,5,15,6,5,3,6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,7,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
POA3629,3,39,0,18,0,0,0,0,0,61,0,9,0,0,0,0,0,5,0,14,27,162,3,30,18,6,0,21,7,277,0,0,0,0,0,0,0,0,0,0,8,26,7,16,9,3,0,4,0,68,30,40,5,84,47,21,6,10,4,240,24,25,38,138,80,47,3,31,3,390,3,6,0,6,4,7,4,8,4,41,3,5,0,12,7,3,0,3,0,38,0,4,0,5,0,0,0,0,0,10,3,5,0,5,3,7,0,7,8,36,113,357,61,314,180,99,20,95,26,1241,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,15,49,12,4,0,5,4,6,0,90,0,3,0,0,0,0,0,0,0,3,4,54,0,18,0,0,0,0,0,77,0,16,0,4,0,0,0,5,0,17,57,220,8,38,21,11,8,32,5,407,0,0,0,0,0,0,0,0,0,0
POA3630,20,158,0,39,13,0,0,4,0,236,7,45,0,4,0,0,0,0,4,61,106,766,25,96,100,31,7,79,10,1222,0,0,0,7,0,0,0,0,0,13,36,57,7,62,47,8,0,22,3,243,57,102,38,256,124,33,11,46,12,668,70,69,110,395,252,114,19,100,16,1144,4,0,0,19,23,21,3,19,0,92,11,8,0,25,31,13,0,23,0,120,4,15,0,10,0,0,0,5,5,42,12,16,5,21,18,21,0,28,13,144,372,1491,199,965,633,255,40,349,67,4365,0,9,0,0,0,0,0,0,0,9,4,57,0,5,4,0,0,0,0,72,92,377,17,46,30,20,5,11,8,598,4,15,0,0,0,0,0,0,0,23,26,226,8,46,18,0,3,8,0,343,12,52,0,3,4,0,0,3,4,76,230,1175,79,144,136,53,27,139,20,2006,0,0,0,7,0,0,0,0,0,15
POA3631,9,90,0,21,9,0,0,3,0,137,4,20,0,4,4,0,0,0,0,35,85,475,7,72,73,21,0,21,3,757,0,0,0,0,0,0,0,0,0,8,12,30,0,38,31,5,0,0,0,128,34,59,10,136,71,23,3,18,0,354,51,30,61,152,138,46,5,41,5,533,5,4,0,3,22,5,0,7,0,51,12,3,6,6,22,13,0,8,0,73,0,3,0,0,4,0,0,0,0,16,6,17,3,13,10,7,0,8,7,58,249,849,96,456,391,125,14,110,24,2311,0,3,0,0,0,0,0,0,0,3,5,37,0,0,0,0,0,0,0,51,60,152,10,10,16,6,0,10,3,271,3,16,0,0,0,0,0,0,0,23,16,127,0,26,14,0,0,6,0,186,6,28,0,5,4,0,0,0,0,49,180,687,31,96,109,34,14,36,11,1192,4,0,0,0,0,0,0,0,0,6
POA3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,3,4,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,9,0,0,0,7,0,4,0,0,0,15,3,4,5,4,4,0,0,3,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,35,10,21,19,6,0,3,0,105,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,25,0,6,4,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0
POA3634,4,10,0,3,0,0,0,0,0,20,3,3,0,0,0,0,0,0,0,10,12,47,0,0,8,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,5,0,0,0,25,6,4,0,15,6,0,0,3,0,47,4,3,14,17,21,5,0,8,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,3,0,11,38,101,18,50,41,8,4,20,5,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,14,0,3,0,0,0,0,0,19,5,3,0,0,0,0,0,0,0,10,19,74,3,0,8,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0
POA3635,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,3,3,0,0,0,0,11,3,0,9,6,5,4,0,5,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,18,9,15,13,6,4,9,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,15,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
POA3636,3,18,0,11,0,0,0,0,0,33,3,9,0,0,0,0,0,0,0,6,12,118,8,19,13,4,0,10,0,182,0,0,0,0,0,0,0,0,0,4,6,14,0,3,4,0,0,9,0,38,14,19,4,34,20,0,0,7,0,104,25,10,25,72,54,14,0,26,4,245,0,0,0,3,4,4,0,3,0,20,0,3,0,3,8,5,0,0,0,23,6,0,0,0,0,0,0,0,0,6,7,8,0,5,7,3,0,6,3,43,82,222,41,160,116,38,7,67,10,734,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,7,21,3,0,0,0,0,5,0,34,0,3,0,0,0,0,0,0,0,3,3,25,0,11,0,0,0,0,0,43,3,10,0,0,0,0,0,0,0,13,26,163,11,21,17,3,0,20,5,256,0,0,3,0,0,0,0,0,0,4
POA3637,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,10,11,4,0,9,7,3,0,5,0,35,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,21,25,0,13,10,9,0,11,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,12,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
POA3638,0,8,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,9,46,0,3,4,3,0,8,0,76,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,18,6,6,0,22,7,7,0,3,0,53,12,7,8,33,16,11,0,9,0,98,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,4,0,16,31,91,16,80,42,22,3,26,3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,3,18,64,0,3,4,3,0,6,0,110,0,0,0,0,0,0,0,0,0,0
POA3639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,0,4,9,3,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,4,17,6,3,0,9,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
POA3640,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,5,17,3,0,3,0,0,10,0,45,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,20,7,3,0,13,7,0,0,8,0,27,4,4,4,17,5,0,0,9,0,41,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,31,32,11,36,14,9,6,32,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,16,22,11,0,9,0,0,18,0,76,0,0,0,0,0,0,0,0,0,0
