POA_CODE_2021,M_AgriForestFish_0,M_AgriForestFish_1_19,M_AgriForestFish_20_29,M_AgriForestFish_30_34,M_AgriForestFish_35_39,M_AgriForestFish_40_44,M_AgriForestFish_45_49,M_AgriForestFish_50_over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_19,M_Min_20_29,M_Min_30_34,M_Min_35_39,M_Min_40_44,M_Min_45_49,M_Min_50_over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_19,M_Mnfg_20_29,M_Mnfg_30_34,M_Mnfg_35_39,M_Mnfg_40_44,M_Mnfg_45_49,M_Mnfg_50_over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_19,M_EGW_WS_20_29,M_EGW_WS_30_34,M_EGW_WS_35_39,M_EGW_WS_40_44,M_EGW_WS_45_49,M_EGW_WS_50_over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_19,M_Cnstn_20_29,M_Cnstn_30_34,M_Cnstn_35_39,M_Cnstn_40_44,M_Cnstn_45_49,M_Cnstn_50_over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_19,M_WTrade_20_29,M_WTrade_30_34,M_WTrade_35_39,M_WTrade_40_44,M_WTrade_45_49,M_WTrade_50_over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_19,M_RTrade_20_29,M_RTrade_30_34,M_RTrade_35_39,M_RTrade_40_44,M_RTrade_45_49,M_RTrade_50_over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_19,M_AccomFoodS_20_29,M_AccomFoodS_30_34,M_AccomFoodS_35_39,M_AccomFoodS_40_44,M_AccomFoodS_45_49,M_AccomFoodS_50_over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_19,M_TransPostWhse_20_29,M_TransPostWhse_30_34,M_TransPostWhse_35_39,M_TransPostWhse_40_44,M_TransPostWhse_45_49,M_TransPostWhse_50_over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_19,M_InfoMedTelecom_20_29,M_InfoMedTelecom_30_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40_44,M_InfoMedTelecom_45_49,M_InfoMedTelecom_50_over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_19,M_FinInsurS_20_29,M_FinInsurS_30_34,M_FinInsurS_35_39,M_FinInsurS_40_44,M_FinInsurS_45_49,M_FinInsurS_50_over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_19,M_RentHirREserv_20_29,M_RentHirREserv_30_34,M_RentHirREserv_35_39,M_RentHirREserv_40_44,M_RentHirREserv_45_49,M_RentHirREserv_50_over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_19,M_ProScieTechServ_20_29,M_ProScieTechServ_30_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40_44,M_ProScieTechServ_45_49,M_ProScieTechServ_50_over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_19,M_AdminSupServ_20_29,M_AdminSupServ_30_34,M_AdminSupServ_35_39,M_AdminSupServ_40_44,M_AdminSupServ_45_49,M_AdminSupServ_50_over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_19,M_PubAdmiSafety_20_29,M_PubAdmiSafety_30_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40_44,M_PubAdmiSafety_45_49,M_PubAdmiSafety_50_over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_19,M_EducTrain_20_29,M_EducTrain_30_34,M_EducTrain_35_39,M_EducTrain_40_44,M_EducTrain_44_49,M_EducTrain_50_over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_19,M_HealthCareSocA_20_29,M_HealthCareSocA_30_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40_44,M_HealthCareSocA_45_49,M_HealthCareSocA_50_over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_19,M_ArtRecServ_20_29,M_ArtRecServ_30_34,M_ArtRecServ_35_39,M_ArtRecServ_40_44,M_ArtRecServ_45_49,M_ArtRecServ_50_over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_19,M_OthServ_20_29,M_OthServ_30_34,M_OthServ_35_39,M_OthServ_40_44,M_OthServ_45_49,M_OthServ_50_over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_19,M_ID_NS_20_29,M_ID_NS_30_34,M_ID_NS_35_39,M_ID_NS_40_44,M_ID_NS_45_49,M_ID_NS_50_over,M_ID_NS_hours_NS,M_ID_NS_Tot
POA2658,0,8,0,8,6,23,6,65,0,122,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,4,10,3,0,35,0,0,0,0,0,0,0,0,0,10,0,9,3,0,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,4,6,6,5,4,8,3,3,16,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,14,0,0,0,0,4,5,0,0,4,13
POA2659,0,7,4,3,8,9,0,36,0,73,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,5,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,5,0,0,8,13
POA2660,4,9,3,6,6,20,11,42,0,98,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,15,9,5,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,12,3,10,0,39,0,0,0,0,0,0,4,3,0,7,0,9,4,0,3,0,0,3,0,24,0,0,0,0,0,6,0,5,4,10,0,8,0,0,4,0,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,11,0,4,0,16,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,14,0,0,0,0,3,6,0,3,0,15
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,14,19,6,123,15,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2663,0,11,4,3,19,19,17,48,4,119,0,0,0,0,0,0,0,6,0,10,3,11,0,6,56,82,30,21,0,198,4,0,0,0,3,3,0,3,0,15,7,4,9,3,25,39,15,29,4,125,0,0,4,0,13,4,6,9,0,35,0,9,12,0,9,14,7,4,0,53,0,4,3,0,0,5,0,12,0,30,9,4,10,5,37,47,13,27,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,15,0,4,0,0,4,0,0,0,0,13,11,5,5,9,54,37,5,19,0,143,0,0,0,4,5,3,0,9,0,26,0,4,8,0,8,9,0,3,0,34,0,0,0,0,0,4,0,0,5,10,0,0,0,0,4,4,6,3,0,24,3,4,0,0,7,8,5,8,4,42
POA2665,8,8,12,8,15,42,28,147,5,268,0,0,0,0,0,0,0,9,0,14,0,0,0,0,10,7,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,14,5,5,0,35,0,0,0,0,0,8,0,3,0,10,0,8,0,0,4,0,0,0,0,15,0,5,0,0,0,0,0,0,0,10,0,6,4,0,3,5,0,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,14,3,0,0,0,7,0,0,3,8,19
POA2666,6,23,17,13,36,73,32,159,10,358,4,0,0,0,0,0,0,8,0,12,3,4,0,5,5,26,6,6,5,55,0,6,0,0,17,12,4,3,0,38,3,13,5,6,28,52,16,37,3,161,0,3,0,0,11,25,14,16,0,64,0,19,17,0,18,30,7,9,0,104,0,18,4,0,14,4,5,4,3,60,3,8,15,0,19,19,5,21,0,95,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,5,0,12,5,0,13,0,39,0,4,4,4,3,3,0,5,0,24,3,5,4,5,40,20,4,3,0,84,0,11,5,0,7,6,3,9,0,41,0,8,3,9,7,13,0,6,0,42,0,3,0,0,0,0,0,4,0,11,0,3,3,0,10,20,6,10,0,61,11,8,4,0,6,12,0,10,13,54
POA2668,0,0,0,0,3,11,10,21,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
POA2669,5,11,3,9,16,45,20,165,0,280,3,0,0,0,0,0,0,11,0,11,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,10,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,6,0,5,0,14,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,5,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,10,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,4,3,0,0,3,9
POA2671,3,12,11,18,29,24,13,86,3,189,19,0,4,0,6,21,13,150,6,221,0,3,0,0,8,11,4,10,0,41,0,0,0,0,3,7,0,0,0,16,4,7,0,5,18,32,15,36,0,120,0,0,0,0,0,4,3,12,0,25,0,13,6,0,15,5,3,6,0,51,4,7,3,5,3,0,4,4,0,34,0,0,4,4,5,9,0,16,3,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,0,4,0,0,0,0,14,5,0,0,0,0,3,0,0,0,7,9,0,3,5,30,24,4,3,0,67,0,4,5,0,9,0,0,9,0,20,0,0,0,0,3,7,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,5,9,0,7,10,0,16,0,55,5,5,0,4,16,4,4,5,9,51
POA2672,3,4,0,5,10,26,9,48,3,107,0,0,0,0,0,0,0,9,0,13,0,0,0,0,4,11,13,11,0,48,0,0,0,0,4,5,0,0,0,10,3,0,0,3,3,7,3,5,0,23,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,5,0,12,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,8,0,5,0,21,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,13,0,0,0,0,3,3,3,5,3,18
POA2675,5,9,10,7,29,42,30,121,11,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,16,0,0,0,7,5,4,7,18,0,39,0,0,3,0,3,8,0,0,0,17,0,0,0,0,5,0,0,3,0,14,0,0,0,0,0,0,4,8,0,14,0,5,0,0,3,5,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,5,0,18,0,0,0,0,12,9,0,0,0,23,0,0,0,0,0,3,0,5,0,7,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,12,0,4,0,5,3,12,10,9,0,31
POA2678,0,7,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,11,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA2680,21,56,80,77,250,224,98,343,21,1165,0,0,0,0,0,8,3,3,0,15,26,61,29,46,585,427,152,205,17,1543,3,5,0,0,54,31,11,15,0,131,17,22,21,27,153,256,86,182,8,774,0,11,5,6,55,79,37,57,7,248,13,114,39,33,100,107,29,50,0,489,4,65,29,13,52,31,10,30,0,231,3,29,19,13,51,61,19,77,10,279,0,6,0,0,6,6,0,10,0,32,0,0,5,0,13,7,4,11,0,36,0,7,0,6,17,20,4,9,0,64,6,16,4,8,32,52,21,39,0,180,4,21,14,9,41,33,6,12,5,148,9,8,8,9,124,46,26,25,5,257,0,9,5,12,37,38,25,33,0,164,3,22,16,24,76,62,17,26,0,241,0,6,6,0,12,14,0,5,6,45,3,8,14,7,62,79,28,52,0,249,11,27,18,21,133,79,19,39,75,434
POA2681,0,7,9,8,14,29,12,46,8,120,0,0,0,0,0,0,0,0,0,4,0,4,0,6,31,43,18,21,0,113,0,0,0,5,7,3,5,0,0,20,3,0,0,0,10,19,4,19,0,58,0,0,0,0,0,10,0,5,0,20,3,12,0,3,7,4,0,6,3,38,0,5,0,0,0,0,0,0,0,8,0,0,0,4,3,3,0,9,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,7,0,0,0,20,0,0,0,0,4,5,0,6,0,10,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,17,0,0,0,0,4,9,0,3,10,35
POA2700,4,10,3,3,22,35,10,72,0,169,0,0,0,0,0,0,0,0,0,3,4,7,0,0,29,79,11,38,4,165,0,0,0,0,8,7,0,0,0,15,4,5,8,9,22,42,7,33,0,128,0,4,0,0,6,4,4,6,0,25,0,10,5,5,7,8,0,10,0,40,0,16,6,0,5,3,0,5,0,40,0,6,6,0,9,12,3,19,9,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,9,6,0,0,0,23,0,0,0,5,0,6,0,0,0,21,3,8,6,0,41,20,9,18,0,103,5,6,7,3,11,8,0,10,0,40,4,6,5,12,6,9,0,0,0,45,0,0,0,0,0,0,0,4,0,10,4,4,5,6,10,6,3,16,0,50,3,0,0,0,13,10,0,4,3,39
POA2701,0,7,6,4,13,18,5,59,0,118,0,0,0,0,0,0,0,4,0,5,0,3,0,0,9,22,10,6,0,55,0,0,0,0,4,0,0,0,0,11,0,4,0,3,16,34,7,22,5,96,0,3,0,0,6,13,3,6,0,39,0,5,0,0,5,9,4,0,0,29,0,6,0,4,3,0,0,4,0,16,0,6,3,5,6,8,4,15,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,5,0,16,0,3,0,3,0,6,0,0,0,15,0,3,0,0,23,14,3,6,0,49,0,3,0,0,9,0,0,0,0,16,0,0,10,0,13,0,4,3,0,23,0,0,0,0,0,0,0,0,0,6,0,3,0,4,5,9,0,0,0,25,4,0,0,0,3,10,0,4,9,26
POA2702,0,0,0,0,8,9,0,29,4,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,19,0,0,0,0,0,0,0,5,0,10,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,17,0,0,0,3,0,0,3,0,0,10,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,4,0,0,0,0,5
POA2703,7,13,4,4,4,9,0,0,0,39,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,12,3,5,0,33,0,0,0,0,5,5,0,0,0,5,0,0,0,0,4,6,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,3,0,0,0,0,4,5,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
POA2705,4,17,25,15,44,78,30,153,11,378,3,0,3,0,0,6,0,29,0,41,16,9,10,9,100,227,86,96,0,557,5,0,0,3,22,41,10,9,0,87,8,6,11,5,37,104,31,60,0,273,0,9,0,0,19,25,9,16,0,69,6,19,11,5,25,32,5,18,0,123,0,32,20,10,15,15,0,13,0,105,6,14,8,0,23,41,9,44,6,151,0,4,0,0,3,4,0,0,0,11,0,0,0,0,0,0,4,6,0,4,0,0,0,0,4,0,0,3,0,3,0,7,0,0,16,8,0,8,0,43,0,9,7,4,11,15,4,12,3,57,3,8,6,0,76,33,7,18,0,159,0,17,8,4,38,21,17,9,5,127,0,4,10,4,12,16,7,10,0,64,0,0,0,0,3,4,0,3,0,15,0,8,5,3,17,33,11,35,0,110,9,7,5,4,20,34,11,17,28,141
POA2706,3,6,0,0,9,13,0,23,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,3,0,0,45,0,0,0,0,3,3,0,0,0,8,0,0,0,0,7,4,0,11,0,28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,9,0,4,0,0,3,0,0,0,0,13,0,0,0,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,12,0,0,3,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,12,0,0,0,0,3,0,0,5,6,11
POA2707,3,3,4,3,22,37,15,105,4,198,0,0,0,0,0,0,0,6,0,6,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,5,0,0,10,9,0,6,0,36,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,4,0,0,4,10
POA2710,15,31,26,23,48,93,41,285,7,574,0,0,0,0,0,3,0,0,0,8,4,5,0,0,28,53,20,28,5,148,5,0,0,0,22,28,10,13,0,80,11,19,7,7,35,85,31,78,10,280,0,6,0,0,13,22,14,18,0,75,7,26,9,15,16,21,7,21,3,117,4,29,22,7,16,9,0,10,0,101,6,18,10,4,11,22,4,43,0,114,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,4,0,0,0,20,0,0,0,0,4,0,3,0,0,16,0,3,3,5,12,12,5,13,0,61,0,7,0,3,5,8,0,7,0,39,10,10,3,0,81,37,15,21,5,170,0,3,10,3,14,4,3,10,0,52,3,10,8,6,21,12,6,11,3,79,8,3,0,0,8,0,0,0,0,26,3,10,7,4,13,25,9,13,0,88,4,11,9,0,14,28,8,6,25,108
POA2711,0,10,7,15,21,52,25,160,7,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14,0,33,0,0,0,0,0,4,0,0,0,14,7,0,7,0,14,36,14,30,6,106,0,0,0,0,3,6,0,7,0,15,4,12,9,0,8,9,8,9,0,53,0,10,3,0,0,6,0,13,0,32,0,8,0,4,7,10,0,7,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,4,0,0,0,0,0,3,0,11,0,3,6,4,0,0,0,0,0,13,0,0,4,0,24,12,6,13,0,67,0,3,0,4,5,0,4,0,0,20,0,0,0,0,5,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,7,0,8,0,22,3,3,0,3,9,11,4,5,10,54
POA2712,0,5,3,9,4,31,7,56,5,121,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,4,4,4,0,26,0,0,0,0,3,5,0,0,0,11,0,4,0,0,0,0,5,3,0,11,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,0,20,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,0,4,0,7,0,0,0,0,0,4,0,0,0,8,0,3,0,0,3,0,0,0,0,8,0,0,5,0,5,3,0,0,7,17
POA2713,0,11,11,7,12,44,22,121,0,238,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,11,3,5,0,33,0,0,0,0,4,7,0,3,0,13,0,6,3,3,7,13,0,17,0,51,0,7,0,0,6,5,0,14,0,28,0,9,0,0,5,0,0,8,0,17,0,10,0,6,4,7,0,5,0,22,3,3,11,0,3,11,4,17,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,12,0,6,0,0,0,0,3,0,0,6,0,0,0,0,7,0,0,0,0,14,0,4,0,0,3,6,0,3,0,21,4,3,5,3,10,0,0,4,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,7,3,0,26,4,5,0,0,0,5,4,9,7,37
POA2714,5,13,5,4,8,25,8,44,0,104,0,0,0,0,0,0,0,0,0,5,0,4,0,3,18,16,10,14,0,67,0,7,0,0,5,0,0,4,0,17,6,0,8,0,15,21,8,19,0,75,0,0,0,0,3,3,3,6,0,17,0,11,0,0,12,3,3,3,0,36,5,6,5,0,3,0,0,7,0,27,0,7,6,3,4,7,0,11,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,4,0,0,3,3,3,3,0,13,0,0,0,0,0,0,0,3,0,13,0,0,0,0,5,3,6,0,0,21,0,4,0,0,0,6,0,5,0,17,0,3,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,6,0,24,0,6,0,4,0,7,0,5,5,24
POA2715,5,9,9,8,11,18,24,57,5,141,0,0,0,0,0,0,0,3,0,9,0,0,0,4,11,0,0,0,0,16,0,0,0,0,3,0,0,0,0,14,0,3,0,0,5,3,0,6,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,9,0,19,0,4,0,0,3,0,0,0,0,9,0,0,0,0,6,7,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,0,4,0,30,0,0,0,0,7,0,0,6,0,14,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,0,0,0,15,0,0,0,0,0,3,0,6,0,13
