poa_code,postcode,seifa_irsd_score,seifa_irsd_national_rank,seifa_irsd_national_decile,seifa_irsd_national_percentile,seifa_irsd_state_rank,seifa_irsd_state_decile,seifa_irsd_state_percentile,seifa_irsd_minimum_sa1_score,seifa_irsd_maximum_sa1_score,seifa_irsd_population_without_sa1_score_share,seifa_irsad_score,seifa_irsad_national_rank,seifa_irsad_national_decile,seifa_irsad_national_percentile,seifa_irsad_state_rank,seifa_irsad_state_decile,seifa_irsad_state_percentile,seifa_irsad_minimum_sa1_score,seifa_irsad_maximum_sa1_score,seifa_irsad_population_without_sa1_score_share,seifa_ier_score,seifa_ier_national_rank,seifa_ier_national_decile,seifa_ier_national_percentile,seifa_ier_state_rank,seifa_ier_state_decile,seifa_ier_state_percentile,seifa_ier_minimum_sa1_score,seifa_ier_maximum_sa1_score,seifa_ier_population_without_sa1_score_share,seifa_ieo_score,seifa_ieo_national_rank,seifa_ieo_national_decile,seifa_ieo_national_percentile,seifa_ieo_state_rank,seifa_ieo_state_decile,seifa_ieo_state_percentile,seifa_ieo_minimum_sa1_score,seifa_ieo_maximum_sa1_score,seifa_ieo_population_without_sa1_score_share,seifa_population,seifa_state,seifa_caution_low_sa1_representation,seifa_cross_state_boundary,seifa_irsd_excluded,seifa_irsd_national_percentile_scaled,seifa_irsad_excluded,seifa_irsad_national_percentile_scaled,seifa_ier_excluded,seifa_ier_national_percentile_scaled,seifa_ieo_excluded,seifa_ieo_national_percentile_scaled,seifa_score_missing_count,seifa_any_score_available,seifa_all_scores_available,seifa_any_index_excluded,seifa_source_year
POA2563,2563,984.51481217,1022,4,39,250,5,42,963.44477675,1044.3543088,0.0,966.83327785,1153,5,44,262,5,44,939.60299327,1044.1680564,0.0,1003.8527734,1342,6,52,336,6,56,973.12607148,1091.117476,0.0,918.10837966,618,3,24,129,3,22,897.85553581,975.62702913,0.0,276,NSW,False,False,False,0.39,False,0.44,False,0.52,False,0.24,0,True,True,False,2021
POA2564,2564,866.07266655,123,1,5,28,1,5,481.79662282,1084.4307723,0.0,883.79067836,213,1,9,37,1,7,616.47854817,1053.0045139,0.0,897.62689828,143,1,6,28,1,5,599.4124552,1093.0195501,0.0,911.38333475,538,3,21,110,2,19,724.34048921,992.67009695,0.0,14198,NSW,False,False,False,0.05,False,0.09,False,0.06,False,0.21,0,True,True,False,2021
POA2565,2565,1007.4729491,1404,6,54,335,6,56,645.81494809,1109.6222017,0.0009813853,1024.7845772,1878,8,72,390,7,65,730.11857811,1147.2626059,0.0009813853,1042.8977023,1952,8,75,453,8,75,726.30026085,1197.0700678,0.0009813853,1008.584625,1734,7,66,365,7,61,850.21453828,1114.2633848,0.0009813853,31588,NSW,False,False,False,0.54,False,0.72,False,0.75,False,0.66,0,True,True,False,2021
POA2566,2566,951.69744206,585,3,23,142,3,24,818.54720822,1061.8143524,0.0006835516,947.54706296,874,4,34,208,4,35,857.93354758,1081.6036883,0.0006835516,992.75132555,1155,5,45,288,5,48,855.70490941,1160.1917217,0.0006835516,943.78782673,962,4,37,215,4,36,870.30248742,1072.7419895,0.0,27796,NSW,False,False,False,0.23,False,0.34,False,0.45,False,0.37,0,True,True,False,2021
POA2567,2567,1046.3487983,1956,8,75,446,8,74,784.34135045,1139.390935,0.0002686137,1040.7922076,2019,8,77,417,7,69,814.90457166,1217.138244,0.0002686137,1104.0664222,2513,10,96,562,10,93,868.27115165,1272.0946499,0.0002686137,988.77869682,1529,6,59,327,6,54,848.95386265,1202.3016029,0.0002686137,40951,NSW,False,False,False,0.75,False,0.77,False,0.96,False,0.59,0,True,True,False,2021
POA2568,2568,1085.7391573,2429,10,93,530,9,88,1019.5807867,1118.4387246,0.0,1067.0190178,2215,9,85,460,8,76,1009.7912929,1100.4989492,0.0,1084.6399393,2383,10,91,528,9,87,941.06249333,1175.8288901,0.0,1001.5324579,1665,7,64,355,6,59,948.71988062,1045.9487887,0.0,1252,NSW,False,False,False,0.93,False,0.85,False,0.91,False,0.64,0,True,True,False,2021
POA2569,2569,1065.3141094,2212,9,85,487,9,81,1019.5807867,1107.1988183,0.0,1037.4913021,1992,8,76,414,7,69,992.56748322,1086.0068088,0.0,1103.5643547,2510,10,96,560,10,93,1072.1210299,1145.5755614,0.0,985.30781054,1495,6,57,325,6,54,951.25109781,1003.9237541,0.0,1386,NSW,False,False,False,0.85,False,0.76,False,0.96,False,0.57,0,True,True,False,2021
POA2570,2570,1046.1006204,1951,8,75,443,8,73,636.46286566,1124.1607476,0.0071313008,1046.5382675,2067,8,79,425,8,71,712.24172247,1135.2591226,0.0071313008,1092.8140471,2452,10,94,543,9,90,621.43584703,1224.5558779,0.0034871118,1001.0142069,1658,7,64,353,6,59,729.2153791,1088.3541803,0.0068171465,63663,NSW,False,False,False,0.75,False,0.79,False,0.94,False,0.64,0,True,True,False,2021
POA2571,2571,1060.9928526,2162,9,83,479,8,79,971.72336876,1168.7966593,0.0,1044.4971303,2051,8,79,420,7,70,928.37158417,1153.2956904,0.0,1115.0294204,2549,10,98,571,10,95,951.88121705,1233.2283612,0.0,982.3669578,1456,6,56,319,6,53,869.10586095,1065.2985972,0.0,13174,NSW,False,False,False,0.83,False,0.79,False,0.98,False,0.56,0,True,True,False,2021
POA2572,2572,1016.8818343,1543,6,59,375,7,62,910.88316677,1071.1777883,0.000547046,990.76289126,1494,6,57,324,6,54,847.12919173,1061.74546,0.000547046,1052.9722409,2092,8,80,479,8,79,941.19519106,1127.1630824,0.000547046,951.67195871,1068,5,41,237,4,39,844.72927317,1011.2333264,0.000547046,5484,NSW,False,False,False,0.59,False,0.57,False,0.8,False,0.41,0,True,True,False,2021
POA2573,2573,978.99912954,945,4,37,231,4,39,834.36855572,1069.0475337,0.0,954.04050206,960,4,37,227,4,38,833.82570001,1056.0745245,0.0,1014.7397316,1518,6,58,375,7,62,884.09589867,1095.1404106,0.0,916.27554826,600,3,23,122,3,21,861.51940098,972.99705732,0.0,5777,NSW,False,False,False,0.37,False,0.37,False,0.58,False,0.23,0,True,True,False,2021
POA2574,2574,1010.8223852,1452,6,56,345,6,57,911.08572287,1073.3265302,0.0,977.49706737,1296,5,50,291,5,48,896.9022072,1046.3801882,0.0,1061.1857341,2177,9,83,498,9,83,946.7084331,1146.0835066,0.0,917.15629036,606,3,24,125,3,21,843.48832265,979.96410709,0.0,5934,NSW,False,False,False,0.56,False,0.5,False,0.83,False,0.24,0,True,True,False,2021
POA2575,2575,1032.0243358,1769,7,68,415,7,69,934.61588052,1143.9632264,0.0007844895,1008.3841663,1708,7,66,358,6,59,915.14583197,1134.8712666,0.0007844895,1051.4615302,2068,8,79,473,8,78,882.47312675,1143.422778,0.0007844895,982.38802321,1457,6,56,320,6,53,872.87699809,1135.3371859,0.0007844895,17846,NSW,False,False,False,0.68,False,0.66,False,0.79,False,0.56,0,True,True,False,2021
POA2576,2576,1071.1397205,2290,9,88,505,9,84,955.19475771,1141.1463385,0.0003523857,1073.8209684,2260,9,87,468,8,78,961.68329208,1157.3747672,0.0003523857,1063.6588104,2210,9,85,502,9,83,930.41868156,1159.6509216,0.0003523857,1080.3558629,2235,9,86,475,8,79,994.31347337,1141.0135144,0.0003523857,14189,NSW,False,False,False,0.88,False,0.87,False,0.85,False,0.86,0,True,True,False,2021
POA2577,2577,1040.3627455,1873,8,72,429,8,71,669.51543401,1150.0764946,0.0010165032,1023.7029924,1866,8,72,386,7,64,736.62160048,1172.866456,0.0010165032,1053.6197921,2102,9,81,481,8,80,754.34599326,1148.3803504,0.0010165032,1011.765319,1767,7,68,368,7,61,792.51461062,1243.140677,0.0010165032,16724,NSW,False,False,False,0.72,False,0.72,False,0.81,False,0.68,0,True,True,False,2021
POA2578,2578,1035.9976839,1824,7,70,422,7,70,980.59415306,1097.2429907,0.0,1016.2510778,1801,7,69,371,7,62,964.77106223,1127.2993516,0.0,1033.1783492,1811,7,69,428,8,71,1006.7057726,1131.7417144,0.0,1032.334966,1951,8,75,404,7,67,974.44430156,1136.4969474,0.0,2846,NSW,False,False,False,0.7,False,0.69,False,0.69,False,0.75,0,True,True,False,2021
POA2579,2579,1027.067044,1690,7,65,404,7,67,963.42717679,1099.7907803,0.0,996.59371282,1569,6,60,332,6,55,923.33555826,1127.2993516,0.0,1057.8501586,2156,9,83,492,9,82,1005.4146312,1131.7417144,0.0,971.64831004,1326,6,51,294,5,49,866.86093525,1136.4969474,0.0,4646,NSW,False,False,False,0.65,False,0.6,False,0.83,False,0.51,0,True,True,False,2021
POA2580,2580,973.80339172,872,4,34,217,4,36,691.48673247,1123.6026983,0.0059755288,948.82269266,888,4,34,213,4,36,719.92313381,1091.5920312,0.0059755288,985.41306047,1045,4,40,254,5,42,792.84153692,1169.8266221,0.0059755288,932.33416668,815,4,32,180,3,30,728.1597187,1077.7714445,0.0059755288,31629,NSW,False,False,False,0.34,False,0.34,False,0.4,False,0.32,0,True,True,False,2021
POA2581,2581,1065.0296177,2210,9,85,486,9,81,983.83634275,1148.2593026,0.0,1044.6742876,2057,8,79,423,7,70,969.03687464,1154.4608136,0.0,1092.3349001,2448,10,94,542,9,90,1010.6394372,1187.5785737,0.0,1041.4923665,2006,8,77,414,7,69,979.51670628,1126.395585,0.0,2507,NSW,False,False,False,0.85,False,0.79,False,0.94,False,0.77,0,True,True,False,2021
POA2582,2582,1054.7185661,2070,8,79,463,8,77,916.12879453,1141.6161746,0.0,1048.9495941,2087,8,80,429,8,71,901.22268506,1180.3824623,0.0,1084.4305182,2381,10,91,527,9,87,919.95486792,1220.8494353,0.0,1032.0670419,1950,8,75,403,7,67,889.98056153,1135.968973,0.0,13693,NSW,False,False,False,0.79,False,0.8,False,0.91,False,0.75,0,True,True,False,2021
POA2583,2583,996.99055019,1223,5,47,301,5,50,918.07368603,1063.2056196,0.0,966.38842675,1146,5,44,259,5,43,888.68884196,1033.7751508,0.0,1008.6836657,1423,6,55,358,6,59,910.45661141,1076.5730079,0.0,958.28582071,1160,5,45,258,5,43,859.06334502,1030.2433138,0.0,4604,NSW,False,False,False,0.47,False,0.44,False,0.55,False,0.45,0,True,True,False,2021
POA2584,2584,1043.8279196,1921,8,74,438,8,73,1002.5751561,1094.0631397,0.0,1010.5306705,1733,7,67,361,6,60,963.5026102,1067.7987117,0.0,1041.8343235,1932,8,74,450,8,75,997.02174172,1096.4044836,0.0,1037.2540155,1988,8,76,411,7,68,1005.4182935,1076.0217093,0.0,550,NSW,False,False,False,0.74,False,0.67,False,0.74,False,0.76,0,True,True,False,2021
POA2585,2585,988.12447237,1086,5,42,267,5,44,987.39573627,1028.9342925,0.0,973.7859495,1251,5,48,284,5,47,973.13826092,1010.0570416,0.0,1007.7400328,1409,6,54,355,6,59,1007.0860833,1044.3617373,0.0,999.59327061,1646,7,63,349,6,58,999.37237562,1011.9635717,0.0,235,NSW,False,False,False,0.42,False,0.48,False,0.54,False,0.63,0,True,True,False,2021
POA2586,2586,984.78905841,1027,4,40,253,5,42,922.72634152,1095.842838,0.0,959.47280038,1051,5,41,244,5,41,902.6743167,1087.8314652,0.0,995.7863201,1209,5,47,298,5,50,926.38717844,1104.6346081,0.0,966.91253823,1272,5,49,282,5,47,899.14511785,1095.6440083,0.0,2871,NSW,False,False,False,0.4,False,0.41,False,0.47,False,0.49,0,True,True,False,2021
POA2587,2587,951.86339417,590,3,23,144,3,24,876.83458261,1028.7330084,0.0,929.46674342,629,3,24,142,3,24,841.64596747,1007.9880538,0.0,971.20785597,774,3,30,178,3,30,880.52164801,1055.5799889,0.0,932.39126575,816,4,32,181,3,30,842.77953151,1028.7349267,0.0,2932,NSW,False,False,False,0.23,False,0.24,False,0.3,False,0.32,0,True,True,False,2021
POA2588,2588,1011.4531371,1465,6,56,349,6,58,1011.4531371,1011.4531371,0.0,995.23904639,1554,6,60,329,6,55,995.23904639,995.23904639,0.0,1041.106641,1921,8,74,448,8,74,1041.106641,1041.106641,0.0,1012.3150532,1775,7,68,370,7,61,1012.3150532,1012.3150532,0.0,299,NSW,False,False,False,0.56,False,0.6,False,0.74,False,0.68,0,True,True,False,2021
POA2590,2590,944.55860155,524,2,20,128,3,22,805.48436824,1073.3478577,0.0,917.96867541,488,2,19,103,2,17,794.85680001,1037.334384,0.0,949.46750469,471,2,18,113,2,19,798.45408984,1111.472751,0.0,916.15110736,598,3,23,121,2,20,816.61489275,1037.5923576,0.0,7153,NSW,False,False,False,0.2,False,0.19,False,0.18,False,0.23,0,True,True,False,2021
POA2594,2594,946.83541876,539,3,21,130,3,22,764.33058805,1078.7861333,0.00781893,919.55912069,510,2,20,109,2,18,769.50889211,1030.7347672,0.00781893,965.57773581,689,3,27,162,3,27,770.57752112,1112.5273149,0.00781893,913.32104434,561,3,22,115,2,19,787.52335718,1030.714972,0.00781893,12150,NSW,False,False,False,0.21,False,0.2,False,0.27,False,0.22,0,True,True,False,2021
POA2600,2600,1122.0229093,2617,10,100,23,10,96,1010.1090798,1172.2234865,0.0106602059,1169.5269533,2609,10,100,23,10,96,1086.8395837,1212.3625921,0.0106602059,1072.5682873,2286,9,88,18,8,76,963.10233721,1179.5102322,0.0106602059,1194.6067877,2618,10,100,21,9,88,1149.5467104,1247.5961992,0.0106602059,8255,ACT,False,False,False,1.0,False,1.0,False,0.88,False,1.0,0,True,True,False,2021
POA2601,2601,1100.6398466,2529,10,97,19,8,80,1070.5009335,1128.6752187,0.5533854167,1165.2378532,2602,10,100,22,10,92,1141.9051136,1184.2023118,0.5533854167,916.52783104,206,1,8,2,1,9,841.92480462,967.8000373,0.5533854167,1210.6455803,2627,10,100,23,10,96,1195.7197906,1230.2717509,0.5533854167,7680,ACT,False,False,False,0.97,False,1.0,False,0.08,False,1.0,0,True,True,False,2021
POA2602,2602,1068.3813183,2260,9,87,12,6,51,963.69026279,1145.3487211,0.0003763752,1107.6341708,2438,10,93,14,6,59,1024.5917813,1187.5029856,0.0003763752,1001.0875137,1301,5,50,8,4,34,835.80814417,1157.3429693,0.0003763752,1154.9712247,2539,10,97,18,8,76,1091.2354267,1216.877895,0.0003763752,34540,ACT,False,False,False,0.87,False,0.93,False,0.5,False,0.97,0,True,True,False,2021
POA2603,2603,1112.2674992,2591,10,99,21,9,88,1060.7113246,1158.1659204,0.0,1160.1677376,2590,10,99,21,9,88,1072.7471117,1213.7362403,0.0,1073.8768509,2303,9,88,19,8,80,890.94085506,1216.5819014,0.0,1175.9813716,2596,10,99,20,9,84,1104.163444,1228.6056983,0.0,10306,ACT,False,False,False,0.99,False,0.99,False,0.88,False,0.99,0,True,True,False,2021
POA2604,2604,1082.3002619,2406,10,92,15,7,63,829.50677701,1154.5788696,0.020177996,1129.0685644,2525,10,97,17,8,71,923.52144149,1210.6088496,0.020177996,996.9752827,1224,5,47,7,3,30,820.6695498,1159.2456638,0.020177996,1174.2902901,2592,10,99,19,8,80,1054.3537773,1243.9254213,0.020177996,13034,ACT,False,False,False,0.92,False,0.97,False,0.47,False,0.99,0,True,True,False,2021
POA2605,2605,1094.1271569,2490,10,95,18,8,76,982.32688257,1182.8623314,0.0132927611,1134.9034592,2541,10,97,18,8,76,1026.4638882,1202.1518114,0.0132927611,1075.8192117,2316,9,89,20,9,84,878.77064366,1210.4717906,0.0132927611,1152.8989687,2531,10,97,17,8,71,1086.0517445,1232.227375,0.0132927611,12488,ACT,False,False,False,0.95,False,0.97,False,0.89,False,0.97,0,True,True,False,2021
POA2606,2606,1062.5918501,2187,9,84,9,4,38,897.01608194,1120.295456,0.0,1088.3273082,2346,9,90,12,6,51,932.72564028,1173.1591838,0.0,984.6428485,1020,4,39,6,3,26,833.8380445,1168.9311798,0.0,1120.8061911,2444,10,93,14,6,59,1048.4891754,1171.9554202,0.0,12071,ACT,False,False,False,0.84,False,0.9,False,0.39,False,0.93,0,True,True,False,2021
POA2607,2607,1082.3041703,2407,10,92,16,7,67,923.50022216,1145.8579714,0.0,1108.6468751,2442,10,94,15,7,63,955.02908687,1176.6941024,0.0,1058.0955983,2160,9,83,16,7,67,841.63290794,1178.03578,0.0,1123.7433786,2453,10,94,15,7,63,1037.8438714,1188.3657633,0.0,14717,ACT,False,False,False,0.92,False,0.94,False,0.83,False,0.94,0,True,True,False,2021
POA2609,2609,874.29638803,144,1,6,1,1,5,729.94968123,1171.7464317,0.1945422535,871.20035248,145,1,6,1,1,5,738.7944483,1102.3839788,0.1945422535,877.21220235,94,1,4,1,1,5,766.39288613,1107.8378355,0.1945422535,892.23244336,312,2,12,1,1,5,771.73922821,1071.148338,0.1742957746,1136,ACT,False,False,False,0.06,False,0.06,False,0.04,False,0.12,0,True,True,False,2021
POA2611,2611,1084.101077,2421,10,93,,,,917.97732736,1158.5656788,0.0013959217,1111.172086,2455,10,94,,,,932.2835766,1237.9748273,0.0013959217,1065.6949857,2231,9,85,,,,858.27793904,1262.2379878,0.0013959217,1131.1892845,2473,10,95,,,,979.12179469,1227.4335837,0.0013959217,36535,Cross Border,False,True,False,0.93,False,0.94,False,0.85,False,0.95,0,True,True,False,2021
POA2612,2612,1105.4595695,2566,10,98,20,9,84,917.24520061,1170.9547164,0.0599525442,1153.8767097,2576,10,99,20,9,84,1010.0535981,1195.7606267,0.0599525442,973.38056168,811,4,31,4,2,17,765.30404837,1134.7875342,0.0599525442,1202.0904285,2626,10,100,22,10,92,1098.9877021,1271.5173413,0.0599525442,18965,ACT,False,False,False,0.98,False,0.99,False,0.31,False,1.0,0,True,True,False,2021
POA2614,2614,1066.9905158,2236,9,86,10,5,42,933.30229044,1155.1919984,0.0,1087.3166071,2337,9,90,10,5,42,950.73151339,1201.7285393,0.0,1029.7717001,1763,7,68,10,5,42,825.94173358,1189.336835,0.0,1118.9554323,2432,10,93,13,6,55,1019.0178729,1208.7462988,0.0,20595,ACT,False,False,False,0.86,False,0.9,False,0.68,False,0.93,0,True,True,False,2021
POA2615,2615,1047.155933,1968,8,75,5,3,21,895.15760115,1147.402368,0.0,1046.8921568,2069,8,79,3,2,13,919.65413778,1150.7195218,0.0,1034.3620067,1829,7,70,11,5,46,846.10490035,1155.899517,0.0,1059.5373021,2128,9,81,4,2,17,969.97859684,1167.7152012,0.0,47356,ACT,False,False,False,0.75,False,0.79,False,0.7,False,0.81,0,True,True,False,2021
POA2617,2617,1067.4438989,2245,9,86,11,5,46,827.03768636,1158.0927057,0.0378220786,1081.8464454,2303,9,88,9,4,38,887.68402422,1182.3255055,0.0378220786,1003.2781673,1331,6,51,9,4,38,763.73862615,1160.6879512,0.0378220786,1105.4132092,2355,9,90,11,5,46,1001.8773809,1214.4092828,0.0378220786,38073,ACT,False,False,False,0.86,False,0.88,False,0.51,False,0.9,0,True,True,False,2021
POA2618,2618,1114.4669384,2599,10,100,,,,1080.444219,1139.0136357,0.0178954903,1123.1418159,2504,10,96,,,,1089.4771617,1150.4519912,0.0178954903,1131.3320519,2588,10,99,,,,1065.0280812,1165.2288722,0.0178954903,1091.9383661,2305,9,88,,,,1062.6870077,1118.4820764,0.0178954903,1397,Cross Border,False,True,False,1.0,False,0.96,False,0.99,False,0.88,0,True,True,False,2021
POA2619,2619,1122.9462758,2618,10,100,605,10,100,1071.377871,1161.1815539,0.0,1139.8779984,2553,10,98,552,10,91,983.03289519,1204.9303495,0.0,1143.3603479,2606,10,100,597,10,99,1007.4530801,1235.5099323,0.0,1110.6744477,2391,10,91,519,9,86,953.59519594,1150.7986198,0.0,9601,NSW,False,False,False,1.0,False,0.98,False,1.0,False,0.91,0,True,True,False,2021
POA2620,2620,1047.1941869,1971,8,76,,,,693.0492282,1150.5331029,0.0103061135,1046.4810368,2066,8,79,,,,752.9185552,1202.5441634,0.0103061135,1038.8932736,1888,8,72,,,,741.77404086,1221.4737199,0.0103061135,1033.3599497,1962,8,75,,,,848.81429284,1191.7158551,0.0096044207,45604,Cross Border,False,True,False,0.76,False,0.79,False,0.72,False,0.75,0,True,True,False,2021
POA2621,2621,1102.6813673,2544,10,97,570,10,94,1033.4339081,1148.2593026,0.0,1112.2164121,2459,10,94,514,9,85,1023.9196591,1154.4608136,0.0,1135.3317161,2596,10,99,594,10,98,1037.6206949,1187.5785737,0.0,1083.5285864,2254,9,86,479,8,79,1014.4018724,1130.6200161,0.0,6688,NSW,False,False,False,0.97,False,0.94,False,0.99,False,0.86,0,True,True,False,2021
POA2622,2622,1027.5601248,1701,7,65,405,7,67,978.87436314,1101.5521808,0.0,1005.0196087,1670,7,64,350,6,58,929.42232707,1085.4497742,0.0,1030.8645277,1777,7,68,422,7,70,965.49647014,1126.7704365,0.0,1012.9763871,1781,7,68,372,7,62,912.94761987,1060.1903758,0.0,4141,NSW,False,False,False,0.65,False,0.64,False,0.68,False,0.68,0,True,True,False,2021
POA2623,2623,985.12117946,1037,4,40,257,5,43,971.59080323,1033.4339081,0.0,951.79864881,937,4,36,219,4,37,931.05835239,1025.8557406,0.0,990.36596541,1115,5,43,274,5,46,977.13189053,1037.6206949,0.0,943.28561409,950,4,37,212,4,35,923.36892222,1014.4018724,0.0,611,NSW,False,False,False,0.4,False,0.36,False,0.43,False,0.37,0,True,True,False,2021
POA2624,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997.54576217,1624,7,62,346,6,57,997.54576217,997.54576217,0.6111111111,162,NSW,False,False,True,,True,,True,,False,0.62,3,True,False,True,2021
POA2625,2625,1015.6017054,1527,6,59,367,7,61,1015.6017054,1015.6017054,0.0,1028.282495,1918,8,74,398,7,66,1028.282495,1028.282495,0.0,921.71770302,238,1,10,48,1,8,921.71770302,921.71770302,0.0,1014.9975464,1796,7,69,377,7,63,1014.9975464,1014.9975464,0.0,400,NSW,False,False,False,0.59,False,0.74,False,0.1,False,0.69,0,True,True,False,2021
POA2626,2626,1054.7209186,2071,8,79,464,8,77,1034.2283457,1091.7448107,0.0,1022.5738579,1855,8,71,382,7,63,996.18703994,1071.8902357,0.0,1085.9454256,2397,10,92,531,9,88,1074.8557895,1117.6082785,0.0,971.89077575,1330,6,51,295,5,49,922.59182564,1051.4824902,0.0,515,NSW,False,False,False,0.79,False,0.71,False,0.92,False,0.51,0,True,True,False,2021
POA2627,2627,1067.82236,2251,9,86,493,9,82,1006.6532136,1112.5582368,0.0008636623,1039.9214232,2015,8,77,416,7,69,975.79356182,1097.5778388,0.0008636623,1021.5575904,1644,7,63,400,7,66,902.54880626,1116.7887862,0.0008636623,1008.2343199,1727,7,66,363,6,60,956.17688261,1059.3371358,0.0,5263,NSW,False,False,False,0.86,False,0.77,False,0.63,False,0.66,0,True,True,False,2021
POA2628,2628,1026.1517948,1673,7,64,403,7,67,973.80435814,1080.3677589,0.0,987.10134776,1438,6,55,315,6,52,935.95129258,1054.7840957,0.0,1018.690283,1598,7,61,395,7,66,928.41421081,1111.432803,0.0,981.67129928,1449,6,56,318,6,53,932.43824758,1035.5668615,0.0,2176,NSW,False,False,False,0.64,False,0.55,False,0.61,False,0.56,0,True,True,False,2021
POA2629,2629,1001.3212977,1306,5,50,318,6,53,962.15640223,1069.8642986,0.0112359551,981.39097324,1359,6,52,302,5,50,934.41881844,1050.7534392,0.0112359551,1013.5332506,1509,6,58,373,7,62,968.95262669,1083.8494997,0.0112359551,968.02144887,1289,5,50,289,5,48,908.88809607,1123.7398155,0.0112359551,534,NSW,False,False,False,0.5,False,0.52,False,0.58,False,0.5,0,True,True,False,2021
POA2630,2630,1000.7773165,1295,5,50,317,6,53,871.91573947,1099.373035,0.0014646237,971.31382096,1220,5,47,275,5,46,858.199239,1069.7110148,0.0014646237,993.09057014,1164,5,45,289,5,48,870.95658019,1166.4066268,0.0014646237,959.26005414,1170,5,45,261,5,43,823.17405868,1125.6070282,0.0,8876,NSW,False,False,False,0.5,False,0.47,False,0.45,False,0.45,0,True,True,False,2021
POA2631,2631,968.45973047,809,4,31,203,4,34,913.59483445,1121.5496555,0.0,931.94559434,667,3,26,153,3,26,861.21449943,1057.9913546,0.0,991.80371943,1139,5,44,281,5,47,951.48644836,1100.261221,0.0,923.58488418,690,3,27,146,3,25,851.5047084,1031.0259253,0.0,629,NSW,False,False,False,0.31,False,0.26,False,0.44,False,0.27,0,True,True,False,2021
POA2632,2632,965.07243769,752,3,29,188,4,31,883.49607934,1080.3677589,0.0,931.37447749,658,3,26,151,3,25,857.66994635,1041.6286726,0.0,974.33125222,831,4,32,200,4,33,922.65000602,1080.1698091,0.0,915.61735769,591,3,23,118,2,20,857.62245615,1031.0259253,0.0,1892,NSW,False,False,False,0.29,False,0.26,False,0.32,False,0.23,0,True,True,False,2021
POA2633,2633,939.10390682,475,2,19,113,2,19,853.36166824,1080.3677589,0.0,914.61887763,457,2,18,95,2,16,837.52835532,1041.6286726,0.0,960.44487859,617,3,24,146,3,25,887.77601527,1080.1698091,0.0,889.28426949,283,2,11,49,1,9,812.37013793,1016.0034534,0.0,321,NSW,False,False,False,0.19,False,0.18,False,0.24,False,0.11,0,True,True,False,2021
POA2640,2640,999.34061461,1268,5,49,309,6,51,535.48345617,1126.2794526,0.0003761378,981.21289607,1354,6,52,301,5,50,645.9059796,1129.4884386,0.0003761378,984.265776,1011,4,39,245,5,41,663.77875335,1160.3567565,0.0003761378,986.05685845,1503,6,58,326,6,54,773.04060843,1126.6082756,0.0003761378,39879,NSW,False,False,False,0.49,False,0.52,False,0.39,False,0.58,0,True,True,False,2021
POA2641,2641,894.44353708,205,1,8,47,1,8,696.52681102,1108.6447044,0.0007854985,876.91913463,177,1,7,28,1,5,728.82014187,1040.3733736,0.0007854985,911.86495884,184,1,8,37,1,7,710.03025495,1146.7558734,0.0007854985,879.59948888,212,1,9,37,1,7,760.28337934,991.6419963,0.0007854985,16550,NSW,False,False,False,0.08,False,0.07,False,0.08,False,0.09,0,True,True,False,2021
POA2642,2642,1024.373435,1647,7,63,399,7,66,910.55690493,1089.155851,0.0034696859,986.15753075,1429,6,55,313,6,52,869.58714377,1076.796688,0.0034696859,1050.977642,2064,8,79,472,8,78,931.2725154,1140.4539594,0.0034696859,971.280146,1323,6,51,292,5,49,831.03119234,1101.674301,0.0,5476,NSW,False,False,False,0.63,False,0.55,False,0.79,False,0.51,0,True,True,False,2021
